13.142	2.5	1
20.845	2.5	1
23.404	2.5	1
28.522	2.5	1
46.421	2.5	1
48.994	2.5	1
51.566	2.5	1
54.138	2.5	1
56.711	2.5	1
59.283	2.5	1
61.855	2.5	1
81.914	2.5	1
84.473	2.5	1
87.045	2.5	1
89.604	2.5	1
92.163	2.5	1
97.281	2.5	1
99.84	2.5	1
102.399	2.5	1
104.958	2.5	1
112.581	2.5	1
115.14	2.5	1
117.699	2.5	1
122.817	2.5	1
125.376	2.5	1
127.935	2.5	1
133.053	2.5	1
153.112	2.5	1
155.67	2.5	1
158.229	2.5	1
163.374	2.5	1
171.077	2.5	1
173.649	2.5	1
176.222	2.5	1
181.286	2.5	1
183.859	2.5	1
186.431	2.5	1
189.003	2.5	1
194.148	2.5	1
196.72	2.5	1
199.292	2.5	1
201.865	2.5	1
204.437	2.5	1
224.522	2.5	1
227.108	2.5	1
229.667	2.5	1
232.252	2.5	1
234.838	2.5	1
237.41	2.5	1
245.087	2.5	1
252.724	2.5	1
255.296	2.5	1
257.882	2.5	1
260.454	2.5	1
268.158	2.5	1
270.717	2.5	1
273.289	2.5	1
275.874	2.5	1
