10.569	2.5	1
13.128	2.5	1
15.687	2.5	1
18.259	2.5	1
20.818	2.5	1
23.377	2.5	1
25.936	2.5	1
28.495	2.5	1
31.054	2.5	1
33.613	2.5	1
38.677	2.5	1
41.236	2.5	1
43.795	2.5	1
46.354	2.5	1
48.913	2.5	1
51.472	2.5	1
54.031	2.5	1
56.59	2.5	1
59.149	2.5	1
61.708	2.5	1
81.779	2.5	1
84.351	2.5	1
86.924	2.5	1
89.496	2.5	1
92.068	2.5	1
94.641	2.5	1
97.213	2.5	1
99.785	2.5	1
102.357	2.5	1
104.93	2.5	1
109.981	2.5	1
112.54	2.5	1
115.099	2.5	1
117.658	2.5	1
120.217	2.5	1
122.776	2.5	1
125.335	2.5	1
127.893	2.5	1
130.452	2.5	1
133.011	2.5	1
153.07	2.5	1
155.629	2.5	1
158.188	2.5	1
160.747	2.5	1
163.306	2.5	1
165.864	2.5	1
168.423	2.5	1
170.983	2.5	1
173.541	2.5	1
176.1	2.5	1
181.165	2.5	1
183.737	2.5	1
186.309	2.5	1
188.881	2.5	1
191.454	2.5	1
194.026	2.5	1
196.598	2.5	1
199.171	2.5	1
201.743	2.5	1
204.315	2.5	1
224.387	2.5	1
226.959	2.5	1
229.531	2.5	1
232.104	2.5	1
234.676	2.5	1
237.248	2.5	1
239.82	2.5	1
242.393	2.5	1
244.965	2.5	1
247.537	2.5	1
252.602	2.5	1
255.174	2.5	1
257.746	2.5	1
260.319	2.5	1
262.891	2.5	1
265.463	2.5	1
268.035	2.5	1
270.608	2.5	1
273.18	2.5	1
275.752	2.5	1
