10.569	2.5	1
18.273	2.5	1
20.845	2.5	1
23.404	2.5	1
28.522	2.5	1
31.081	2.5	1
43.849	2.5	1
46.421	2.5	1
48.993	2.5	1
54.138	2.5	1
56.71	2.5	1
61.855	2.5	1
81.914	2.5	1
84.472	2.5	1
87.032	2.5	1
94.708	2.5	1
97.267	2.5	1
99.826	2.5	1
104.944	2.5	1
112.568	2.5	1
115.14	2.5	1
117.699	2.5	1
122.83	2.5	1
125.389	2.5	1
127.948	2.5	1
130.507	2.5	1
133.079	2.5	1
155.723	2.5	1
158.296	2.5	1
160.868	2.5	1
163.427	2.5	1
165.999	2.5	1
168.571	2.5	1
171.144	2.5	1
173.716	2.5	1
176.288	2.5	1
181.353	2.5	1
183.925	2.5	1
186.498	2.5	1
189.07	2.5	1
191.642	2.5	1
196.787	2.5	1
199.359	2.5	1
201.931	2.5	1
204.504	2.5	1
224.589	2.5	1
227.174	2.5	1
229.733	2.5	1
232.306	2.5	1
234.891	2.5	1
237.464	2.5	1
242.581	2.5	1
245.14	2.5	1
247.699	2.5	1
252.777	2.5	1
257.922	2.5	1
260.481	2.5	1
268.158	2.5	1
270.73	2.5	1
273.289	2.5	1
275.848	2.5	1
