10.569	2.5	1
15.7	2.5	1
18.273	2.5	1
20.845	2.5	1
25.963	2.5	1
31.081	2.5	1
33.64	2.5	1
56.711	2.5	1
81.914	2.5	1
84.473	2.5	1
89.591	2.5	1
92.15	2.5	1
94.709	2.5	1
99.827	2.5	1
104.945	2.5	1
109.996	2.5	1
120.258	2.5	1
130.494	2.5	1
133.054	2.5	1
153.125	2.5	1
155.698	2.5	1
181.341	2.5	1
189.057	2.5	1
191.63	2.5	1
194.202	2.5	1
199.347	2.5	1
204.491	2.5	1
224.55	2.5	1
227.109	2.5	1
229.668	2.5	1
232.227	2.5	1
234.786	2.5	1
242.463	2.5	1
245.022	2.5	1
247.581	2.5	1
252.645	2.5	1
255.218	2.5	1
265.481	2.5	1
