38.703	2.5	1
41.276	2.5	1
43.848	2.5	1
46.42	2.5	1
48.992	2.5	1
51.565	2.5	1
54.137	2.5	1
56.709	2.5	1
59.282	2.5	1
61.854	2.5	1
110.007	2.5	1
112.579	2.5	1
115.139	2.5	1
117.697	2.5	1
120.269	2.5	1
122.828	2.5	1
125.387	2.5	1
127.946	2.5	1
130.505	2.5	1
133.064	2.5	1
153.136	2.5	1
155.708	2.5	1
158.28	2.5	1
160.852	2.5	1
163.425	2.5	1
165.997	2.5	1
168.569	2.5	1
171.141	2.5	1
173.714	2.5	1
176.286	2.5	1
224.586	2.5	1
227.171	2.5	1
229.73	2.5	1
232.316	2.5	1
234.888	2.5	1
237.474	2.5	1
240.033	2.5	1
242.592	2.5	1
245.151	2.5	1
247.709	2.5	1
