10.569	2.5	1
13.128	2.5	1
15.687	2.5	1
18.259	2.5	1
20.818	2.5	1
25.936	2.5	1
28.495	2.5	1
31.054	2.5	1
38.664	2.5	1
41.223	2.5	1
46.341	2.5	1
48.9	2.5	1
51.459	2.5	1
56.577	2.5	1
81.767	2.5	1
84.339	2.5	1
86.911	2.5	1
89.484	2.5	1
92.056	2.5	1
94.628	2.5	1
99.773	2.5	1
102.345	2.5	1
104.918	2.5	1
109.969	2.5	1
112.528	2.5	1
153.058	2.5	1
155.618	2.5	1
160.735	2.5	1
163.294	2.5	1
165.853	2.5	1
181.154	2.5	1
183.726	2.5	1
188.871	2.5	1
194.015	2.5	1
196.587	2.5	1
201.732	2.5	1
204.304	2.5	1
224.376	2.5	1
229.521	2.5	1
232.093	2.5	1
234.665	2.5	1
252.592	2.5	1
257.736	2.5	1
265.453	2.5	1
268.025	2.5	1
