13.115	2.5	1
15.687	2.5	1
20.819	2.5	1
25.95	2.5	1
28.509	2.5	1
31.067	2.5	1
41.25	2.5	1
54.058	2.5	1
56.617	2.5	1
59.176	2.5	1
89.523	2.5	1
94.668	2.5	1
99.812	2.5	1
102.384	2.5	1
112.567	2.5	1
115.126	2.5	1
117.685	2.5	1
120.244	2.5	1
125.362	2.5	1
130.479	2.5	1
133.038	2.5	1
155.682	2.5	1
158.241	2.5	1
165.932	2.5	1
168.49	2.5	1
171.062	2.5	1
173.622	2.5	1
183.817	2.5	1
188.961	2.5	1
191.534	2.5	1
194.106	2.5	1
196.678	2.5	1
199.251	2.5	1
201.823	2.5	1
204.395	2.5	1
234.782	2.5	1
237.368	2.5	1
239.94	2.5	1
242.526	2.5	1
247.684	2.5	1
255.36	2.5	1
260.518	2.5	1
268.235	2.5	1
270.821	2.5	1
273.406	2.5	1
275.978	2.5	1
